"timestamp","visitor_id","path","load_time_ms","lcp_ms","cls","inp_ms"
"2026-08-25T10:18:49.957Z","2b83ba9a-bc5b-40fb-836b-787e8147392d","/","255","0","0","0"
"2026-08-25T10:21:11.957Z","2b83ba9a-bc5b-40fb-836b-787e8147392d","/","310","0","0","0"
