"visitor_id","first_seen","last_seen","ip_hash","country","city","device","browser","os","language","timezone","screen_size"
"2b83ba9a-bc5b-40fb-836b-787e8147392d","2026-08-25T10:18:49.957Z","2026-08-25T10:21:11.957Z","d7220afdbf78ea811a76072e","","","desktop","Safari","macOS","en-US","America/New_York","2560x1440"
