"id","filename","title","description","alt_text","sort_order","is_active","created_at"
"39ad7316-8933-4b92-8454-e6c17bca1142","f7bd1ef1-b7c3-465c-afef-c9c4963b8a35.jpeg","f7bd1ef1-b7c3-465c-afef-c9c4963b8a35","","f7bd1ef1-b7c3-465c-afef-c9c4963b8a35","1","1","2026-08-25T09:44:30.744Z"
"cc3084f3-bd0d-4b45-b96e-8e58e7cf3db3","7cd9ac8f-80f2-4dcc-a4a3-5c869ffcab8a.jpeg","7cd9ac8f-80f2-4dcc-a4a3-5c869ffcab8a","","7cd9ac8f-80f2-4dcc-a4a3-5c869ffcab8a","1","1","2026-08-25T09:45:30.183Z"
"6ffc6643-3486-462c-b1e7-d0e9eb8bfa08","459cc4e7-cf16-4125-b9a4-bb6fbed7929f.jpeg","459cc4e7-cf16-4125-b9a4-bb6fbed7929f","","459cc4e7-cf16-4125-b9a4-bb6fbed7929f","1","1","2026-08-25T09:45:54.118Z"
"ad5d335d-c5f1-456d-862c-01af83028145","06d7629f-fc1d-4d1d-b604-1ea4420db04a.jpeg","06d7629f-fc1d-4d1d-b604-1ea4420db04a","","06d7629f-fc1d-4d1d-b604-1ea4420db04a","1","1","2026-08-25T09:46:48.495Z"
